^IXIC,
CCRC,142970000.0
JRJC,99200000.0
HGSH,80190000.0
CNIT,49080000.0
CJJD,28380000.0
HTHT,2270000000.0
CHNR,40870000.0
CREG,21600000.0
CNTF,25090000.0
CXDC,176870000.0
CNYD,11700000.0
CCIH,224600000.0
CNET,18670000.0
IMOS,483840000.0
CHSCL,
CHSCM,
CHSCN,
CHSCO,
CHSCP,
CHDN,2060000000.0
CHUY,527590000.0
CDTX,159180000.0
CIFC,179170000.0
CMCT,1820000000.0
CMPR,2950000000.0
CINF,11210000000.0
CIDM,10510000.0
CTAS,9850000000.0
CPHR,153860000.0
CRUS,2090000000.0
CTRN,230460000.0
CZNC,241440000.0
CZWI,47780000.0
CZFC,28470000.0
CIZN,105150000.0
CHCO,717820000.0
CIVB,91490000.0
CIVBP,303420000.0
CDTI,6920000.0
CLNE,311980000.0
CLNT,4270000.0
CLFD,236910000.0
CLRO,102060000.0
CLIR,51600000.0
CBLI,23170000.0
CSBK,347060000.0
CLVS,556580000.0
CMFN,
CME,32660000000.0
CCNE,255680000.0
CISG,415860000.0
CNV,2220000000.0
CWAY,55520000.0
COBZ,503560000.0
COKE,1200000000.0
CDRB,29980000.0
CDXS,144390000.0
CVLY,171900000.0
JVA,21810000.0
CCOI,1700000000.0
CGNT,22860000.0
CGNX,3410000000.0
COHR,2120000000.0
CHRS,763250000.0
COHU,301510000.0
CLCT,168170000.0
COLL,399720000.0
CIGI,1490000000.0
CBAN,80680000.0
CLCD,89810000.0
COLB,1710000000.0
COLM,3700000000.0
CMCO,297780000.0
CBMX,2630000.0
CBMXW,
CBSH,4640000000.0
CBSHP,2660000000.0
CUBN,116650000.0
CVGI,107180000.0
COMM,5730000000.0
CSAL,3620000000.0
JCS,55200000.0
ESXB,111190000.0
CTBI,620840000.0
CWBC,59390000.0
COB,316280000.0
CVLT,1960000000.0
CGEN,346280000.0
CPSI,556960000.0
CTG,80300000.0
SCOR,1120000000.0
CHCI,5720000.0
CMTL,370270000.0
CNAT,47000000.0
CNCE,283480000.0
CXRX,1560000000.0
CCUR,53180000.0
CDOR,9440000.0
CDORO,154480000.0
CDORP,
CFMS,271220000.0
CNFR,49750000.0
CNMD,1090000000.0
CTWS,525560000.0
CNOB,478340000.0
CNXR,30400000.0
CONN,355010000.0
CNSL,1240000000.0
CWCO,196940000.0
CPSS,93790000.0
CFRX,67340000.0
CFRXW,
CTRV,22520000.0
CTRL,175640000.0
CPRT,4860000000.0
COYN,15270000.0
CRBP,101910000.0
CORT,587410000.0
BVA,33490000.0
CORE,1920000000.0
CORI,84470000.0
CSOD,2040000000.0
CRVL,914830000.0
CRVS,286300000.0
COSI,23360000.0
CSGP,6430000000.0
CPAH,9750000.0
ICBK,118900000.0
CVTI,360750000.0
COVS,61860000.0
COWN,330470000.0
PMTS,213730000.0
CPSH,23760000.0
CRAI,204420000.0
CBRL,3510000000.0
BREW,148320000.0
CRAY,1250000000.0
CACC,3610000000.0
GLDI,
CREE,2340000000.0
CRESY,526070000.0
CRTO,2790000000.0
CROX,677740000.0
CCRN,443740000.0
XRDC,21850000.0
CRDS,4500000.0
CRWS,92260000.0
CRWN,
CYRX,25590000.0
CSGS,1280000000.0
CCLP,300960000.0
CSPI,28200000.0
CSWI,506800000.0
CTCM,320010000.0
CTIC,126180000.0
CTIB,23230000.0
CUNB,391890000.0
CUI,122400000.0
CPIX,73160000.0
CMLS,73590000.0
CRIS,213150000.0
CUTR,131200000.0
CVBF,1820000000.0
CVV,45620000.0
CYAN,28260000.0
CYBR,1270000000.0
CYBE,115020000.0
CYCC,12760000.0
CYCCP,163680000.0
CBAY,56510000.0
CYNA,148840000.0
CYNO,1120000000.0
CY,3020000000.0
CYRN,73540000.0
CONE,3520000000.0
CYTK,303100000.0
CTMX,364480000.0
CYTX,39600000.0
CTSO,109010000.0
CYTR,172240000.0
DJCO,271800000.0
DAKT,330270000.0
DAIO,19140000.0
DTLK,178830000.0
DRAM,3530000.0
DWCH,61040000.0
PLAY,1580000000.0
DTEA,269540000.0
DWSN,135620000.0
DBVT,1380000000.0
DHRM,8830000.0
DFRG,348080000.0
TACO,353010000.0
DCTH,8190000.0
DGAS,179670000.0
DELT,6980000.0
DELTW,1100000.0
DENN,806060000.0
XRAY,14280000000.0
DEPO,1220000000.0
DSCI,100700000.0
DERM,926660000.0
DEST,76760000.0
DXLG,247470000.0
DSWL,26170000.0
DTRM,14100000.0
DXCM,5320000000.0
DHXM,611510000.0
DHIL,560450000.0
FANG,6240000000.0
DCIX,49650000.0
DRNA,77720000.0
DFBG,47910000.0
DGII,284850000.0
DMRC,227400000.0
DRAD,99690000.0
DGLY,18740000.0
APPS,52860000.0
DCOM,665190000.0
DMTX,179910000.0
DIOD,861150000.0
DPRX,118520000.0
DISCB,11450000000.0
DSCO,
DVCR,50950000.0
SAUC,42130000.0
DLHC,41100000.0
DNBF,77690000.0
DGICA,407180000.0
DGICB,367300000.0
DMLP,380980000.0
DORM,1800000000.0
EAGL,143330000.0
EAGLU,
DDAY,12200000.0
DRWI,13980000.0
DWA,3470000000.0
DRYS,58600000.0
DSKX,12880000.0
DSPG,223040000.0
CADT,90890000.0
CADTU,
CADTW,
DTSI,410160000.0
DLTH,744210000.0
DNKN,3990000000.0
DRRX,159340000.0
DXPE,185850000.0
BOOM,146730000.0
DYSL,25710000.0
DYNT,7050000.0
DVAX,604760000.0
ETFC,7460000000.0
EBMT,48520000.0
EGBN,1670000000.0
EGLE,24140000.0
EGRX,724260000.0
ELNK,654780000.0
EWBC,5400000000.0
EACQ,59980000.0
EML,100750000.0
EVBS,93890000.0
EVSTC,
EBAYL,
EBIX,1460000000.0
ELON,20150000.0
ECHO,677480000.0
ECTE,17840000.0
SATS,3750000000.0
EEI,46510000.0
ECAC,23270000.0
ECACU,23780000.0
ESES,30660000.0
EDAP,83440000.0
EDGE,240310000.0
EDGW,103410000.0
EDIT,1170000000.0
EDUC,51360000.0
EFUT,31260000.0
EGAN,82620000.0
EGLT,130840000.0
EHTH,256730000.0
EIGR,62410000.0
LOCO,412530000.0
EMITF,25030000.0
ESLT,3930000000.0
ERI,643040000.0
ELRC,248000000.0
ESIO,220030000.0
EFII,1990000000.0
ELSE,11070000.0
ELEC,59030000.0
EBIO,17090000.0
RDEN,225220000.0
CAPX,
ESBK,52780000.0
LONG,675030000.0
ELTK,9030000.0
EMCI,543620000.0
EMCF,51210000.0
EMKR,138080000.0
EMMS,25690000.0
NYNY,547390000.0
ERS,29750000.0
ENTA,450040000.0
ECPG,677760000.0
WIRE,769990000.0
ECYT,149640000.0
ELGX,1000000000.0
EIGI,1260000000.0
WATT,158590000.0
EFOI,71890000.0
ERII,569390000.0
EXXI,
ENOC,197030000.0
ENG,30620000.0
ENPH,86390000.0
ESGR,3010000000.0
ENFC,112440000.0
ENTG,1900000000.0
ENTL,309370000.0
ETRM,5330000.0
EBTC,237760000.0
EFSC,550380000.0
EGT,26900000.0
ENZN,17460000.0
EPIQ,534310000.0
EPRS,14730000.0
EPZM,568790000.0
PLUS,626690000.0
EQIX,23950000000.0
EQFN,26140000.0
EQBK,180750000.0
ERIC,24700000000.0
ERIE,5070000000.0
ESCA,152250000.0
ESMC,5840000.0
ESPR,339780000.0
ESSA,140200000.0
EPIX,91820000.0
ESND,1090000000.0
ETSY,930180000.0
CLWT,4330000.0
EEFT,4050000000.0
ESEA,19670000.0
EVEP,117730000.0
EVK,23510000.0
EVLV,57040000.0
EVOK,39030000.0
EVOL,62880000.0
EXA,191230000.0
EXAS,544700000.0
EXAC,350290000.0
EXEL,1270000000.0
EXFO,210400000.0
EXLS,1640000000.0
EXPD,8820000000.0
EXPO,1310000000.0
EXTR,367870000.0
EYEG,25960000.0
EZPW,338240000.0
FFIV,7140000000.0
FCS,2280000000.0
FRP,364090000.0
FWM,5340000.0
FALC,53990000.0
DAVE,36040000.0
FARM,461770000.0
FFKT,203080000.0
FMNB,246350000.0
FARO,559970000.0
FATE,43580000.0
FBSS,56360000.0
FBRC,144880000.0
FDML,1420000000.0
FNHC,296570000.0
FEIC,3610000000.0
FHCO,36320000.0
FENX,80100000.0
GSM,1450000000.0
FCSC,91750000.0
FGEN,1130000000.0
ONEQ,
LION,405750000.0
FDUS,
FRGI,643650000.0
FSAM,23600000.0
FSC,
FSCFL,3740000000.0
FSFR,
FITB,14030000000.0
FITBI,23190000000.0
FNGN,1660000000.0
FISI,401510000.0
FNSR,1680000000.0
FNJN,30720000.0
FNTC,47330000.0
FEYE,2290000000.0
FBNC,384680000.0
FNLC,210130000.0
FRBA,63910000.0
BUSE,809840000.0
FBIZ,210630000.0
FCAP,103510000.0
FCFS,1250000000.0
FCNCA,3030000000.0
FCLF,85410000.0
FCBC,373570000.0
FCCO,94370000.0
FCFP,153720000.0
FBNK,241020000.0
FDEF,352740000.0
FFBC,1190000000.0
FFBCW,
